,stock_code,ESG_2017_rel_date,ESG_2018_rel_date,ESG_2019_rel_date,ESG_2020_rel_date,ESG_2021_rel_date,ESG_2022_rel_date,ESG_2023_rel_date
2038,00704.HK,,,28/04/2020,05/08/2022,05/08/2022,27/07/2023,
2039,06811.HK,,,28/04/2020,26/04/2021,28/04/2022,27/04/2023,
2040,00552.HK,,,28/04/2020,28/04/2021,28/04/2022,24/04/2023,
2041,01846.HK,,,28/04/2020,20/04/2021,28/04/2022,27/04/2023,
2042,01920.HK,,,28/04/2020,30/03/2021,29/04/2022,21/04/2023,
2043,09929.HK,,,28/04/2020,19/04/2021,21/04/2022,24/04/2023,
2044,01870.HK,,,28/04/2020,28/04/2021,26/04/2022,26/04/2023,
2045,05135.HK,,,28/04/2020,28/04/2021,,,
2046,05555.HK,,,28/04/2020,28/04/2021,,,
2047,06919.HK,,,28/04/2020,29/04/2021,28/04/2022,26/04/2023,
2048,09911.HK,,,28/04/2020,,,27/04/2023,
2049,02400.HK,,,28/04/2020,30/04/2021,26/04/2022,26/04/2023,
2050,02500.HK,,,28/04/2020,20/04/2021,25/04/2022,27/04/2023,
2051,01931.HK,,,28/04/2020,23/04/2021,13/04/2022,17/04/2023,
2052,03798.HK,,,27/04/2020,21/04/2021,30/05/2022,25/04/2023,
2053,06093.HK,,,27/04/2020,23/04/2021,29/04/2022,28/04/2023,
2054,02180.HK,,,27/04/2020,28/04/2021,28/04/2022,27/04/2023,
2055,01740.HK,,,27/04/2020,27/04/2021,25/04/2022,25/04/2023,
2056,03680.HK,,,27/04/2020,20/09/2021,27/04/2022,24/04/2023,
2057,01845.HK,,,27/04/2020,21/04/2021,26/04/2022,26/04/2023,
2058,00572.HK,,,27/04/2020,27/04/2021,29/04/2022,28/04/2023,
2059,03692.HK,,,27/04/2020,22/07/2021,29/04/2022,27/04/2023,
2060,03681.HK,,,27/04/2020,28/04/2021,27/04/2022,26/04/2023,
2061,02181.HK,,,24/04/2020,21/04/2021,21/04/2022,20/04/2023,
2062,01593.HK,,,24/04/2020,21/04/2021,31/01/2022,29/12/2022,28/12/2023
2063,03877.HK,,,24/04/2020,26/04/2021,27/04/2022,26/04/2023,
2064,01412.HK,,,24/04/2020,16/04/2021,28/04/2022,27/04/2023,
2065,01847.HK,,,24/04/2020,22/04/2021,25/04/2022,26/04/2023,
2066,06055.HK,,,24/04/2020,20/04/2021,27/04/2022,24/04/2023,
2067,03601.HK,,,23/04/2020,27/04/2021,25/04/2022,26/04/2023,
2068,01967.HK,,,23/04/2020,21/04/2021,22/04/2022,21/04/2023,
2069,06928.HK,,,23/04/2020,08/04/2021,12/04/2022,19/04/2023,
2070,01431.HK,,,23/04/2020,20/04/2021,26/04/2022,27/04/2023,
2071,01343.HK,,,23/04/2020,23/04/2021,28/04/2022,25/04/2023,
2072,01915.HK,,,23/04/2020,23/04/2021,25/04/2022,25/04/2023,
2073,03759.HK,,,23/04/2020,28/04/2021,29/04/2022,28/04/2023,
2074,01746.HK,,,23/04/2020,22/04/2021,21/04/2022,20/04/2023,
2075,08668.HK,,,22/04/2020,,,,
2076,01401.HK,,,22/04/2020,22/04/2021,21/04/2022,24/04/2023,
2077,01427.HK,,,22/04/2020,22/04/2021,25/04/2022,25/04/2023,
2078,00302.HK,,,22/04/2020,20/04/2021,15/05/2022,25/04/2023,
2079,09966.HK,,,22/04/2020,20/05/2021,31/05/2022,27/04/2023,
2080,02552.HK,,,22/04/2020,22/04/2021,19/04/2022,27/04/2023,
2081,01935.HK,,,21/04/2020,14/04/2021,19/04/2022,19/04/2023,
2082,09933.HK,,,21/04/2020,19/04/2021,14/04/2022,12/04/2023,
2083,01877.HK,,,20/04/2020,29/04/2021,29/04/2022,28/04/2023,
2084,01921.HK,,,20/04/2020,26/04/2021,,,
2085,01692.HK,,,17/04/2020,21/04/2021,20/04/2022,26/04/2023,
2086,06820.HK,,,17/04/2020,20/04/2021,20/04/2022,20/04/2023,
2087,02163.HK,,,17/04/2020,01/03/2021,30/03/2022,31/03/2023,
2088,01277.HK,,,16/04/2020,08/04/2021,29/04/2022,18/04/2023,
2089,02231.HK,,,16/04/2020,15/04/2021,12/05/2022,27/04/2023,
2090,01769.HK,,,15/04/2020,14/04/2021,12/04/2022,18/04/2023,
2091,01426.HK,,,15/04/2020,23/04/2021,,,
2092,01930.HK,,,14/04/2020,20/04/2021,20/04/2022,24/04/2023,
2093,01501.HK,,,14/04/2020,15/04/2021,11/04/2022,13/04/2023,
2094,03991.HK,,,09/04/2020,20/04/2021,22/04/2022,21/04/2023,
2095,01126.HK,,,09/04/2020,07/04/2021,31/03/2022,30/03/2023,
2096,00165.HK,,,08/04/2020,08/04/2021,07/04/2022,12/04/2023,
2097,01861.HK,,,08/04/2020,08/04/2021,12/04/2022,21/04/2023,
2098,01347.HK,,,08/04/2020,13/04/2021,07/04/2022,11/04/2023,
2099,09928.HK,,,07/04/2020,16/04/2021,31/05/2022,27/04/2023,
2100,05957.HK,,,02/04/2020,08/04/2021,07/04/2022,06/04/2023,
2101,05960.HK,,,02/04/2020,08/04/2021,07/04/2022,06/04/2023,
2102,05961.HK,,,02/04/2020,08/04/2021,07/04/2022,06/04/2023,
2103,05962.HK,,,02/04/2020,08/04/2021,07/04/2022,06/04/2023,
2104,05963.HK,,,02/04/2020,08/04/2021,07/04/2022,06/04/2023,
2105,00770.HK,,,02/04/2020,07/04/2021,06/04/2022,20/04/2023,
2106,01905.HK,,,02/04/2020,20/04/2021,29/03/2022,30/03/2023,
2107,01732.HK,,,31/03/2020,09/04/2021,19/04/2022,19/04/2023,
2108,08472.HK,,,30/03/2020,,,,
2109,08059.HK,,,27/03/2020,31/03/2021,24/03/2022,24/03/2023,
2110,08627.HK,,,27/03/2020,25/03/2021,28/03/2022,28/03/2023,
2111,08071.HK,,,27/03/2020,29/03/2021,31/03/2022,27/03/2023,
2112,04619.HK,,,27/03/2020,30/03/2021,29/03/2022,30/03/2023,
2113,08612.HK,,,27/03/2020,30/03/2021,30/03/2022,29/03/2023,
2114,08547.HK,,,26/03/2020,30/03/2021,30/03/2022,30/03/2023,
2115,08526.HK,,,26/03/2021,26/03/2021,29/03/2022,29/03/2023,
2116,01848.HK,,,24/03/2020,21/04/2021,20/04/2022,17/04/2023,
2117,00806.HK,,,24/03/2020,24/03/2021,23/03/2022,29/03/2023,
2118,00746.HK,,,23/03/2020,26/03/2021,06/04/2022,03/04/2023,
2119,00382.HK,,,13/03/2020,19/03/2021,31/01/2022,30/01/2023,27/12/2023
2120,01909.HK,,,12/03/2020,12/04/2021,09/08/2023,09/08/2023,
2121,01960.HK,,,23/01/2020,26/01/2021,09/11/2021,31/10/2022,26/10/2023
2122,03928.HK,,,21/01/2020,31/01/2022,06/05/2022,20/01/2023,
2123,02102.HK,,,,14/01/2021,29/12/2021,21/12/2022,02/11/2023
2124,05807.HK,,,,30/11/2021,,,
2125,40130.HK,,,,30/11/2021,,,
2126,40217.HK,,,,30/11/2021,,,
2127,02282.HK,,,,25/11/2021,31/05/2022,24/04/2023,
2128,02882.HK,,,,,23/11/2021,25/11/2022,
2129,00188.HK,,,,,22/11/2021,21/10/2022,27/10/2023
2130,40782.HK,,,,,17/11/2021,16/11/2022,16/11/2023
2131,01310.HK,,,,,11/11/2021,10/11/2022,15/11/2023
2132,01429.HK,,,,21/10/2021,,17/07/2023,
2133,08395.HK,,,,,30/09/2021,30/08/2022,28/06/2023
2134,08456.HK,,,,29/09/2021,23/08/2022,30/06/2023,
2135,02153.HK,,,,,28/09/2021,26/07/2022,25/07/2023
2136,00167.HK,,,,30/04/2021,01/06/2022,,
2137,00159.HK,,,,,17/09/2021,21/09/2022,19/09/2023
2138,08417.HK,,,,,25/08/2021,,
2139,01455.HK,,,,19/08/2021,07/07/2022,07/07/2023,
2140,01657.HK,,,,,30/07/2021,29/07/2022,28/07/2023
2141,02132.HK,,,,,28/07/2021,,28/07/2023
2142,09666.HK,,,,27/07/2021,29/04/2022,28/04/2023,
2143,06622.HK,,,,27/07/2021,30/05/2022,27/04/2023,
2144,02161.HK,,,,,27/07/2021,27/07/2022,07/07/2023
2145,02142.HK,,,,26/07/2021,28/04/2022,27/04/2023,
2146,02131.HK,,,,26/07/2021,28/04/2022,27/04/2023,
2147,01460.HK,,,,26/07/2021,25/07/2022,24/07/2023,
2148,06998.HK,,,,26/07/2021,31/05/2022,28/04/2023,
2149,06668.HK,,,,23/07/2021,25/05/2022,28/04/2023,
2150,02158.HK,,,,,23/07/2021,28/07/2022,27/07/2023
2151,06618.HK,,,,23/07/2021,30/05/2022,28/04/2023,
2152,09977.HK,,,,23/07/2021,20/05/2022,26/04/2023,
2153,09913.HK,,,,,22/07/2021,21/07/2022,24/07/2023
2154,00025.HK,,,,,21/07/2021,26/07/2022,27/07/2023
2155,09979.HK,,,,21/07/2021,30/05/2022,21/04/2023,
2156,01413.HK,,,,20/07/2021,15/07/2022,14/07/2023,
2157,09616.HK,,,,19/07/2021,30/05/2022,26/04/2023,
2158,00590.HK,,,,19/07/2021,,19/07/2023,
2159,06996.HK,,,,19/07/2021,21/04/2022,25/04/2023,
2160,01024.HK,,,,16/07/2021,24/05/2022,27/04/2023,
2161,06958.HK,,,,16/07/2021,20/05/2022,26/04/2023,
2162,01473.HK,,,,,16/07/2021,14/07/2022,21/07/2023
2163,01153.HK,,,,16/07/2021,31/05/2022,31/08/2023,
2164,06608.HK,,,,15/07/2021,31/05/2022,20/04/2023,
2165,09983.HK,,,,14/07/2021,27/05/2022,20/04/2023,
2166,09668.HK,,,,14/07/2021,31/05/2022,26/04/2023,
2167,02159.HK,,,,13/07/2021,31/05/2022,27/04/2023,
2168,09995.HK,,,,13/07/2021,31/05/2022,27/04/2023,
2169,02148.HK,,,,09/07/2021,27/04/2022,26/04/2023,
2170,06999.HK,,,,09/07/2021,20/05/2022,27/04/2023,
2171,02117.HK,,,,07/07/2021,31/05/2022,,
2172,02127.HK,,,,06/07/2021,27/05/2022,27/04/2023,
2173,02599.HK,,,,05/07/2021,30/05/2022,,
2174,06969.HK,,,,02/07/2021,,20/04/2023,
2175,09908.HK,,,,30/06/2021,28/04/2022,24/04/2023,
2176,02101.HK,,,,30/06/2021,27/05/2022,26/04/2023,
2177,02115.HK,,,,30/06/2021,17/05/2022,27/04/2023,
2178,06677.HK,,,,30/06/2021,31/05/2022,24/04/2023,
2179,01209.HK,,,,29/06/2021,31/05/2022,27/04/2023,
2180,09906.HK,,,,28/06/2021,22/04/2022,21/04/2023,
2181,09993.HK,,,,28/06/2021,31/05/2022,25/04/2023,
2182,09990.HK,,,,28/06/2021,26/05/2022,24/04/2023,
2183,06900.HK,,,,28/06/2021,31/05/2022,26/04/2023,
2184,06127.HK,,,,25/06/2021,25/05/2022,26/04/2023,
2185,01780.HK,,,,,24/06/2021,24/06/2022,13/07/2023
2186,01953.HK,,,,22/06/2021,24/02/2022,23/02/2023,
2187,08657.HK,,,,18/06/2021,29/03/2022,29/03/2023,
2188,06690.HK,,,,10/06/2021,31/05/2022,27/04/2023,
2189,01490.HK,,,,09/06/2021,31/05/2022,20/04/2023,
2190,08489.HK,,,,07/06/2021,31/05/2022,29/03/2023,
2191,06989.HK,,,,02/06/2021,31/05/2022,28/04/2023,
2192,01927.HK,,,,01/06/2021,31/05/2022,28/04/2023,
2193,09939.HK,,,,31/05/2021,27/05/2022,28/04/2023,
2194,01818.HK,,,,31/05/2021,27/05/2022,14/04/2023,
2195,06939.HK,,,,31/05/2021,31/05/2022,27/04/2023,
2196,09608.HK,,,,31/05/2021,01/06/2022,25/04/2023,
2197,00960.HK,,,,31/05/2021,30/05/2022,27/04/2023,
2198,08623.HK,,,,30/05/2021,01/06/2022,31/03/2023,
2199,00873.HK,,,,28/05/2021,31/05/2022,27/04/2023,
2200,06993.HK,,,,28/05/2021,29/04/2022,28/04/2023,
2201,02169.HK,,,,27/05/2021,27/04/2022,20/04/2023,
2202,02146.HK,,,,27/05/2021,30/05/2022,28/04/2023,
2203,09923.HK,,,,26/05/2021,31/05/2022,26/04/2023,
2204,01502.HK,,,,26/05/2021,24/04/2022,25/04/2023,
2205,02096.HK,,,,25/05/2021,31/05/2022,17/04/2023,
2206,06666.HK,,,,21/05/2021,20/06/2023,20/06/2023,
2207,01957.HK,,,,21/05/2021,07/04/2022,03/04/2023,
2208,06601.HK,,,,17/05/2021,27/04/2022,26/04/2023,
2209,09989.HK,,,,03/05/2021,10/05/2022,19/04/2023,
2210,09978.HK,,,,30/04/2021,10/05/2022,12/04/2023,
2211,01477.HK,,,,30/04/2021,26/04/2022,25/04/2023,
2212,09633.HK,,,,30/04/2021,28/04/2022,14/04/2023,
2213,02187.HK,,,,30/04/2021,08/04/2022,21/04/2023,
2214,00775.HK,,,,30/04/2021,29/04/2022,13/04/2023,
2215,06078.HK,,,,30/04/2021,27/05/2022,27/04/2023,
2216,00368.HK,,,,29/04/2021,28/04/2022,27/04/2023,
2217,02195.HK,,,,29/04/2021,21/04/2022,25/04/2023,
2218,01064.HK,,,,29/04/2021,29/04/2022,28/04/2023,
2219,01084.HK,,,,29/04/2021,27/04/2022,27/04/2023,
2220,01952.HK,,,,29/04/2021,25/05/2022,20/04/2023,
2221,05581.HK,,,,29/04/2021,19/04/2022,19/04/2023,
2222,01486.HK,,,,29/04/2021,28/04/2022,25/04/2023,
2223,09926.HK,,,,29/04/2021,28/04/2022,27/04/2023,
2224,01143.HK,,,,29/04/2021,03/05/2022,28/04/2023,
2225,00581.HK,,,,29/04/2021,29/04/2022,28/04/2023,
2226,06606.HK,,,,28/04/2021,27/04/2022,27/04/2023,
2227,02160.HK,,,,28/04/2021,27/04/2022,25/04/2023,
2228,01795.HK,,,,28/04/2021,28/04/2022,26/04/2023,
2229,06908.HK,,,,28/04/2021,12/04/2022,24/04/2023,
2230,02107.HK,,,,28/04/2021,28/04/2022,27/04/2023,
2231,01855.HK,,,,28/04/2021,27/05/2022,28/04/2023,
2232,40409.HK,,,,28/04/2021,,,
2233,01701.HK,,,,28/04/2021,27/04/2022,26/04/2023,
2234,06988.HK,,,,28/04/2021,25/04/2022,27/04/2023,
2235,09677.HK,,,,28/04/2021,27/04/2022,27/04/2023,
2236,06600.HK,,,,28/04/2021,13/04/2022,27/04/2023,
2237,01163.HK,,,,27/04/2021,21/04/2022,26/04/2023,
2238,01981.HK,,,,27/04/2021,31/05/2022,28/04/2023,
2239,02170.HK,,,,27/04/2021,27/04/2022,25/04/2023,
2240,01640.HK,,,,27/04/2021,25/04/2022,26/04/2023,
2241,09996.HK,,,,27/04/2021,27/04/2022,27/04/2023,
2242,02129.HK,,,,27/04/2021,28/04/2022,27/04/2023,
2243,09958.HK,,,,27/04/2021,25/04/2022,24/04/2023,
2244,02488.HK,,,,27/04/2021,28/04/2022,28/04/2023,
2245,09600.HK,,,,27/04/2021,25/04/2022,25/04/2023,
2246,09992.HK,,,,26/04/2021,27/04/2022,21/04/2023,
2247,01936.HK,,,,26/04/2021,27/04/2022,26/04/2023,
2248,01335.HK,,,,26/04/2021,,27/04/2023,
2249,02381.HK,,,,26/04/2021,27/05/2022,25/04/2023,
2250,09997.HK,,,,26/04/2021,27/04/2022,27/04/2023,
2251,01643.HK,,,,26/04/2021,19/04/2022,26/04/2023,
2252,01516.HK,,,,26/04/2021,31/05/2022,27/04/2023,
2253,02126.HK,,,,23/04/2021,27/05/2022,26/04/2023,
2254,01351.HK,,,,23/04/2021,27/05/2022,25/04/2023,
2255,09986.HK,,,,23/04/2021,29/04/2022,,
2256,01167.HK,,,,23/04/2021,25/04/2022,25/04/2023,
2257,02393.HK,,,,23/04/2021,27/04/2022,28/04/2023,
2258,01945.HK,,,,22/04/2021,13/04/2022,20/04/2023,
2259,01355.HK,,,,22/04/2021,22/04/2022,21/04/2023,
2260,03913.HK,,,,22/04/2021,27/05/2022,28/04/2023,
2261,03390.HK,,,,22/04/2021,21/04/2022,13/04/2023,
2262,01597.HK,,,,22/04/2021,25/04/2022,25/04/2023,
2263,01036.HK,,,,22/04/2021,22/04/2022,21/04/2023,
2264,01440.HK,,,,22/04/2021,07/04/2022,21/04/2023,
2265,00898.HK,,,,21/04/2021,27/04/2022,26/04/2023,
2266,00430.HK,,,,21/04/2021,27/04/2022,26/04/2023,
2267,00909.HK,,,,,22/04/2022,24/04/2023,
2268,01645.HK,,,,21/04/2021,25/04/2022,26/04/2023,
2269,02125.HK,,,,21/04/2021,27/04/2022,27/04/2023,
2270,00911.HK,,,,21/04/2021,29/04/2022,27/04/2023,
2271,01379.HK,,,,19/04/2021,14/04/2022,21/04/2023,
2272,01971.HK,,,,19/04/2021,19/04/2022,20/04/2023,
2273,06968.HK,,,,19/04/2021,08/04/2022,21/04/2023,
2274,00838.HK,,,,16/04/2021,12/04/2022,24/04/2023,
2275,01408.HK,,,,16/04/2021,21/04/2022,19/04/2023,
2276,02317.HK,,,,16/04/2021,14/04/2022,20/04/2023,
2277,02135.HK,,,,16/04/2021,14/04/2022,21/04/2023,
2278,01087.HK,,,,15/04/2021,28/04/2022,27/04/2023,
2279,00182.HK,,,,14/04/2021,13/04/2022,28/04/2023,
2280,02130.HK,,,,14/04/2021,25/04/2022,27/04/2023,
2281,40239.HK,,,,08/04/2021,07/04/2022,06/04/2023,
2282,40240.HK,,,,08/04/2021,07/04/2022,06/04/2023,
2283,40241.HK,,,,08/04/2021,07/04/2022,06/04/2023,
2284,40242.HK,,,,08/04/2021,07/04/2022,06/04/2023,
2285,01481.HK,,,,31/03/2021,07/04/2022,14/04/2023,
2286,08126.HK,,,,30/03/2021,30/03/2022,30/03/2023,
2287,01449.HK,,,,26/03/2021,27/01/2022,26/01/2023,21/12/2023
2288,40284.HK,,,,26/03/2021,29/03/2022,29/03/2023,
2289,04620.HK,,,,26/03/2021,30/03/2022,30/03/2023,
2290,40610.HK,,,,26/03/2021,25/03/2022,24/03/2023,
2291,02778.HK,,,,18/03/2021,16/03/2022,27/03/2023,
2292,08131.HK,,,,26/02/2021,25/02/2022,28/02/2023,
2293,08365.HK,,,,,29/12/2022,,
2294,09896.HK,,,,,,19/10/2022,19/10/2023
2295,00928.HK,,,,,,09/09/2022,28/07/2023
2296,01650.HK,,,,08/09/2022,08/09/2022,28/04/2023,
2297,02217.HK,,,,,31/08/2022,13/07/2023,
2298,08245.HK,,,,,,29/08/2022,30/06/2023
2299,08446.HK,,,,,,22/03/2023,
2300,01376.HK,,,,09/06/2022,12/08/2022,24/04/2023,
2301,02288.HK,,,,,,28/07/2022,28/07/2023
2302,01140.HK,,,,,27/07/2022,25/07/2023,
2303,01406.HK,,,,,,27/07/2022,28/07/2023
2304,06639.HK,,,,,27/07/2022,26/07/2023,
2305,09938.HK,,,,,26/07/2022,14/07/2023,
2306,01854.HK,,,,,,26/07/2023,
2307,00113.HK,,,,,,13/07/2022,10/07/2023
2308,02347.HK,,,,,06/07/2022,10/07/2023,
2309,01156.HK,,,,27/05/2022,29/06/2022,28/04/2023,
2310,06663.HK,,,,,,28/06/2023,
2311,06655.HK,,,,,31/05/2022,27/04/2023,
2312,01940.HK,,,,31/05/2022,31/05/2022,27/04/2023,
2313,09982.HK,,,,,31/05/2022,20/04/2023,
2314,02423.HK,,,,,31/05/2022,27/04/2023,
2315,06611.HK,,,,,31/05/2022,28/04/2023,
2316,08659.HK,,,,,31/05/2022,31/03/2023,
2317,02179.HK,,,,,31/05/2022,19/04/2023,
2318,02150.HK,,,,,31/05/2022,21/04/2023,
2319,04836.HK,,,,,31/05/2022,27/04/2023,
2320,07836.HK,,,,,31/05/2022,27/04/2023,
2321,02215.HK,,,,,31/05/2022,24/04/2023,
2322,09889.HK,,,,,31/05/2022,24/04/2023,
2323,09626.HK,,,,,31/05/2022,27/04/2023,
2324,02722.HK,,,,,31/05/2022,14/04/2023,
2325,05279.HK,,,,,31/05/2022,24/04/2023,
2326,05280.HK,,,,,31/05/2022,24/04/2023,
2327,40102.HK,,,,,31/05/2022,24/04/2023,
2328,40259.HK,,,,,31/05/2022,24/04/2023,
2329,40357.HK,,,,,31/05/2022,24/04/2023,
2330,02205.HK,,,,,31/05/2022,11/08/2023,
2331,02265.HK,,,,,31/05/2022,28/04/2023,
2332,02352.HK,,,,,30/05/2022,24/04/2023,
2333,08281.HK,,,,,30/05/2022,24/03/2023,
2334,09956.HK,,,,,30/05/2022,25/04/2023,
2335,00013.HK,,,,,30/05/2022,11/04/2023,
2336,06626.HK,,,,,30/05/2022,21/04/2023,
2337,06839.HK,,,,,30/05/2022,28/04/2023,
2338,02618.HK,,,,,30/05/2022,28/04/2023,
2339,02370.HK,,,,,30/05/2022,28/04/2023,
2340,00816.HK,,,,,30/05/2022,21/04/2023,
2341,00606.HK,,,,,27/05/2022,06/04/2023,
2342,09638.HK,,,,,27/05/2022,26/04/2023,
2343,03658.HK,,,,,27/05/2022,28/04/2023,
2344,06913.HK,,,,,27/05/2022,26/04/2023,
2345,06628.HK,,,,,26/05/2022,27/04/2023,
2346,02276.HK,,,,,25/05/2022,18/04/2023,
2347,09868.HK,,,,,25/05/2022,12/04/2023,
2348,02260.HK,,,,,25/05/2022,27/04/2023,
2349,02165.HK,,,,,20/05/2022,27/04/2023,
2350,09869.HK,,,,,20/05/2022,24/04/2023,
2351,02192.HK,,,,,20/05/2022,25/04/2023,
2352,09959.HK,,,,,18/05/2022,27/04/2023,
2353,02207.HK,,,,,15/05/2022,27/04/2023,
2354,00580.HK,,,,,13/05/2022,19/04/2023,
2355,02191.HK,,,,,12/05/2022,20/04/2023,
2356,02121.HK,,,,,05/05/2022,19/04/2023,
2357,09963.HK,,,,,29/04/2022,28/04/2023,
2358,03639.HK,,,,,29/04/2022,28/04/2023,
2359,00669.HK,,,,,29/04/2022,17/04/2023,
2360,00810.HK,,,,,29/04/2022,,
2361,00456.HK,,,,,29/04/2022,28/04/2023,
2362,02285.HK,,,,,29/04/2022,28/04/2023,
2363,02209.HK,,,,,28/04/2022,28/04/2023,
2364,04621.HK,,,,,28/04/2022,27/04/2023,
2365,09899.HK,,,,,28/04/2022,27/04/2023,
2366,01228.HK,,,,,28/04/2022,26/04/2023,
2367,00132.HK,,,,,28/04/2022,27/04/2023,
2368,01719.HK,,,,,28/04/2022,13/04/2023,
2369,05786.HK,,,,,28/04/2022,27/04/2023,
2370,05787.HK,,,,,28/04/2022,27/04/2023,
2371,05819.HK,,,,,28/04/2022,27/04/2023,
2372,40091.HK,,,,,28/04/2022,27/04/2023,
2373,02177.HK,,,,,28/04/2022,25/04/2023,
2374,01965.HK,,,,,28/04/2022,27/04/2023,
2375,02137.HK,,,,,28/04/2022,28/04/2023,
2376,02256.HK,,,,,28/04/2022,20/04/2023,
2377,00587.HK,,,,,27/04/2022,26/04/2023,
2378,00021.HK,,,,,27/04/2022,,
2379,02210.HK,,,,,27/04/2022,18/04/2023,
2380,02279.HK,,,,,27/04/2022,25/04/2023,
2381,06616.HK,,,,,27/04/2022,27/04/2023,
2382,02257.HK,,,,,27/04/2022,27/04/2023,
2383,02273.HK,,,,,27/04/2022,19/04/2023,
2384,02162.HK,,,,,26/04/2022,24/04/2023,
2385,09878.HK,,,,,26/04/2022,26/04/2023,
2386,01948.HK,,,,,26/04/2022,24/04/2023,
2387,02252.HK,,,,,26/04/2022,27/04/2023,
2388,02270.HK,,,,,26/04/2022,25/04/2023,
2389,02235.HK,,,,,26/04/2022,25/04/2023,
2390,01977.HK,,,,,26/04/2022,26/04/2023,
2391,09858.HK,,,,,25/04/2022,24/04/2023,
2392,02219.HK,,,,,25/04/2022,25/04/2023,
2393,00340.HK,,,,,25/04/2022,18/04/2023,
2394,02008.HK,,,,,25/04/2022,24/04/2023,
2395,02157.HK,,,,,25/04/2022,26/04/2023,
2396,00169.HK,,,,,24/04/2022,27/04/2023,
2397,00856.HK,,,,,22/04/2022,24/04/2023,
2398,02185.HK,,,,,22/04/2022,26/04/2023,
2399,06633.HK,,,,,22/04/2022,20/04/2023,
2400,00546.HK,,,,,22/04/2022,20/04/2023,
2401,06669.HK,,,,,22/04/2022,24/04/2023,
2402,02171.HK,,,,,21/04/2022,19/04/2023,
2403,06909.HK,,,,,21/04/2022,17/04/2023,
2404,02216.HK,,,,,21/04/2022,21/04/2023,
2405,01710.HK,,,,,21/04/2022,21/04/2023,
2406,06699.HK,,,,,20/04/2022,20/04/2023,
2407,01100.HK,,,,,20/04/2022,19/04/2023,
2408,06821.HK,,,,,20/04/2022,28/04/2023,
2409,06609.HK,,,,,20/04/2022,17/04/2023,
2410,01045.HK,,,,,20/04/2022,,
2411,01086.HK,,,,,20/04/2022,20/04/2023,
2412,02197.HK,,,,,19/04/2022,20/04/2023,
2413,02015.HK,,,,,19/04/2022,21/04/2023,
2414,40686.HK,,,,,19/04/2022,19/04/2023,
2415,40687.HK,,,,,19/04/2022,19/04/2023,
2416,02250.HK,,,,,19/04/2022,19/04/2023,
2417,02156.HK,,,,,14/04/2022,26/04/2023,
2418,01908.HK,,,,,14/04/2022,26/04/2023,
2419,06933.HK,,,,,14/04/2022,27/04/2023,
2420,02295.HK,,,,,14/04/2022,13/04/2023,
2421,02251.HK,,,,,13/04/2022,20/04/2023,
2422,02155.HK,,,,,13/04/2022,27/04/2023,
2423,02190.HK,,,,,12/04/2022,25/04/2023,
2424,06680.HK,,,,,11/04/2022,11/04/2023,
2425,01671.HK,,,,,11/04/2022,17/04/2023,
2426,02176.HK,,,,,08/04/2022,20/04/2023,
2427,40655.HK,,,,,07/04/2022,06/04/2023,
2428,40656.HK,,,,,07/04/2022,06/04/2023,
2429,40657.HK,,,,,07/04/2022,06/04/2023,
2430,40658.HK,,,,,07/04/2022,06/04/2023,
2431,40075.HK,,,,,06/04/2022,17/04/2023,
2432,40699.HK,,,,,06/04/2022,17/04/2023,
2433,40700.HK,,,,,06/04/2022,17/04/2023,
2434,08452.HK,,,,,04/04/2022,,
2435,40580.HK,,,,,04/04/2022,03/04/2023,
2436,40685.HK,,,,,04/04/2022,03/04/2023,
2437,40526.HK,,,,,31/03/2022,,
2438,40761.HK,,,,,31/03/2022,,
2439,04432.HK,,,,,29/03/2022,29/03/2023,
2440,40724.HK,,,,,25/03/2022,24/03/2023,
2441,02678.HK,,,,,25/03/2022,20/04/2023,
2442,02175.HK,,,,,24/01/2022,,
2443,00073.HK,,,,,,30/10/2023,
2444,02442.HK,,,,,,,16/10/2023
2445,80016.HK,,,,,,04/10/2023,
2446,00759.HK,,,,,,24/08/2023,
2447,02436.HK,,,,,,31/07/2023,
2448,09669.HK,,,,,,,27/07/2023
2449,02421.HK,,,,,,27/07/2023,
2450,01489.HK,,,,,,27/07/2023,
2451,02350.HK,,,,,,20/07/2023,
2452,06080.HK,,,,,,,19/07/2023
2453,08297.HK,,,,,,14/07/2023,
2454,01609.HK,,,,,,,12/07/2023
2455,08060.HK,,,,,,29/06/2023,
2456,08509.HK,,,,,,,29/06/2023
2457,08001.HK,,,,,,29/06/2023,
2458,02888.HK,,,,,,10/05/2023,
2459,02439.HK,,,,,,28/04/2023,
2460,02390.HK,,,,,,28/04/2023,
2461,02411.HK,,,,,,28/04/2023,
2462,09955.HK,,,,,,28/04/2023,
2463,01405.HK,,,,,,28/04/2023,
2464,02415.HK,,,,,,28/04/2023,
2465,03611.HK,,,,,,28/04/2023,
2466,09696.HK,,,,,,28/04/2023,
2467,01863.HK,,,,,,28/04/2023,
2468,02433.HK,,,,,,28/04/2023,
2469,02167.HK,,,,,,28/04/2023,
2470,02376.HK,,,,,,28/04/2023,
2471,06979.HK,,,,,,28/04/2023,
2472,01244.HK,,,,,,28/04/2023,
2473,02372.HK,,,,,,28/04/2023,
2474,06689.HK,,,,,,28/04/2023,
2475,02310.HK,,,,,,28/04/2023,
2476,01548.HK,,,,,,28/04/2023,
